id,platform,content_type,url,creator,creator_avg_views,views,multiplier,hook,topic,format,length,cta,why_it_worked,verified
93,youtube,youtube_long_form,https://www.youtube.com/watch?v=alYBnyxMuPk,TED,24334,332043,13.65,What Happens to Sex in Midlife? A Look at the “Bedroom Gap” | Maria Sophocles | TED,"Menopause isn't just hot flashes, says gynecologist and sexual medicine specialist Maria Sophocles. It's often accompanied by overlooked sym",talking-head,855,,,true
94,youtube,youtube_long_form,https://www.youtube.com/watch?v=ox_DOJLRnPg,Impressive Stories,51299,644626,12.57,3 Years of Marriage Without Touching Her Until the MILLIONAIRE Decided to CLAIM HIS WIFE,Three years of marriage without even touching her... until the millionaire decided to claim his wife — and he fell deeply in love. This emot,talking-head,5153,,,true
95,youtube,youtube_long_form,https://www.youtube.com/watch?v=gaKQa9TuSmQ,Mel Robbins,69786,844474,12.1,The Most Eye-Opening Conversation on Marriage & Love You Will Ever Hear (From #1 Divorce Lawyer),Most marriages don't end because of one big catastrophic moment. They end because of a thousand tiny mistakes that went unnoticed. And accor,talking-head,5565,,,true
96,youtube,youtube_long_form,https://www.youtube.com/watch?v=Uf0rRcBdQOY,Dhar Mann Studios,2004013,23832485,11.89,"Husband Abandons Overweight Wife, Then Lives to Regret The Decision He Made | Dhar Mann",⚑ MOBILE APP ⚑,short-video,347,,,true
97,youtube,youtube_long_form,https://www.youtube.com/watch?v=ZZfzYWDRdog,"Heather Hirsch MD, MS, MSCP",2891,33927,11.74,The Side Effects of Testosterone in Menopause and Perimenopause,The Side Effects of Testosterone in Menopause and Perimenopause // Have you been considering testosterone but also wondered about the possib,talking-head,906,,,true
98,youtube,youtube_long_form,https://www.youtube.com/watch?v=iwQEiX3gX90,"Heather Hirsch MD, MS, MSCP",2891,30157,10.43,Treating low libido and desire in women at menopause with medications,"Treating low libido and desire in women at menopause with medications // Are you wondering if your sexual life is ""normal"" at or after menop",talking-head,605,,,true
99,youtube,youtube_long_form,https://www.youtube.com/watch?v=ESxMbbe06mk,The Dr. John Delony Show,41679,329432,7.9,Husband is Completely Disengaged in our Marriage (What Can I Do?),Husband is Completely Disengaged in our Marriage (What Can I Do?),talking-head,1340,,,true
100,youtube,youtube_long_form,https://www.youtube.com/watch?v=Bf1dVsWO-BQ,The Dr. John Delony Show,41679,326272,7.83,How Do I Tell My Husband I’m Not Attracted to Him?,How Do I Tell My Husband I’m Not Attracted to Him? ,talking-head,1028,,,true
101,youtube,youtube_long_form,https://www.youtube.com/watch?v=um5TqZKKCnU,Margarita Nazarenko,31350,241300,7.7,"If he’s lost interest in you, you need to watch this… #feminineenergy #interesting #attraction",,short-video,175,,,true
102,youtube,youtube_long_form,https://www.youtube.com/watch?v=_SZUHFA8KyM,Peter Attia MD,19543,140861,7.21,"371 – Women’s sexual health: desire, arousal, and orgasms, navigating perimenopause, and more","Sally Greenwald is an OB-GYN who specializes in women’s sexual health from a hormonal and physiologic perspective, with expertise spanning d",talking-head,7242,,,true
103,youtube,youtube_long_form,https://www.youtube.com/watch?v=zRhipAZGQpA,Dhar Mann Studios,2004013,13957290,6.96,HUSBAND CHEATS On VALENTINE'S DAY | Dhar Mann,💥 Don't forget to SUBSCRIBE to our channel by clicking here ➞ ➞ https://www.youtube.com/channel/UC_hK9fOxyy_TM8FJGXIyG8Q?sub_confirmation=1 ,talking-head,1142,,,true
104,youtube,youtube_long_form,https://www.youtube.com/watch?v=Hik6OY-nk4c,The Diary Of A CEO,365055,2247601,6.16,Jordan B Peterson: You Need To Listen To Your Wife! We've Built A Lonely & Sexless Society!,"Dr Jordan Peterson is a world-renowned former Professor of Psychology at the University of Toronto, and co-founder of the online education p",talking-head,8870,,,true
105,youtube,youtube_long_form,https://www.youtube.com/watch?v=O16hJ-PF5Zs,Fit Tuber,114562,609485,5.32,Best Supplement for Women,FOODS & PRODUCTS RELATED TO THE VIDEO (Not Sponsored)📦,short-video,86,,,true
106,youtube,youtube_long_form,https://www.youtube.com/watch?v=dREfPmAyI7E,The Dr. John Delony Show,41679,182875,4.39,I’m No Longer Attracted to My Girlfriend (Should I Tell Her?),Next Steps:,talking-head,954,,,true
107,youtube,youtube_long_form,https://www.youtube.com/watch?v=RAtkJjkxhUo,The Dr. John Delony Show,41679,178310,4.28,My Husband Isn’t Attracted to Me Anymore,"On this episode, we hear about: ",talking-head,3626,,,true
108,youtube,youtube_long_form,https://www.youtube.com/watch?v=_Q02yPL3SLA,Lynn Ngugi,134372,490330,3.65,"How to deal with low libido, vaginal dryness, menopause and pre menopause ~Carol your health coach","Today, the most requested guest is in the house.",talking-head,7075,,,true
109,youtube,youtube_long_form,https://www.youtube.com/watch?v=AM_4mszbx4s,Lakepointe Church,162247,504536,3.11,What Wives and Husbands Need to Hear about S*x in Marriage | Live Free with Josh Howerton,⚠️ Mature content – not recommended for younger listeners.,talking-head,7292,,,true
